type,price,surface_totale,nombre_chambres,nombre_salle_bain,etage,parking,piscine,jardin,balcon,terrasse,ascenseur,climatisation,chauffage,vue_panoramique,neuf,haut_standing,gouvernorat,delegation,url,description,area
1,170000,120,2,1,,0,0,1,0,0,0,1,0,0,0,0,kélibia,Non spécifié,https://www.mubawab.tn/fr/a/8204489/un-appartement-s2-rdc-%C3%A0-k%C3%A9libia,Un appartement en trés bonne ètatcité merdes kélibiazone trés calme résidentiel et prés de toutes commoditésprix tés intéréssant 170MD négociableles papiers en régle55146827,Non spécifié
1,300000,190,3,1,1.0,1,0,0,1,1,1,1,1,0,0,0,hammam lif,cité de la municipalite,https://www.mubawab.tn/fr/a/8204263/appartement-4-pi%C3%A8ces-190-m2-%C3%A0-hammam-lif,"Découvrez cet appartement charmant et spacieux situé proche du centre la ville de hammam lif. idéal pour les familles, cet appartement offre un cadre de vie agréable et pratique.caractéristiques :cet appartement d'une surface de 190 m² comprend 4 pièces, dont 2 chambres avec balcon et une salle de bains et des toilettes séparées. la cuisine est spacieuse, et le séjour l'est aussi, lumineux en plus. l'appartement dispose également d'un balcon, pas de parking mais des emplacements en face de la résidence sont disponibles. l'appartement se situe en 1er étage mais un ascenseur est présent si besoin.équipements et commodités :l'appartement est équipé d'une climatisation central chaud et froid. les mesures de sécurité incluent digicode et interphone.à proximité, vous trouverez des écoles, des commerces, des transports en commun (principalement la station de train de hammam lif) et des parcs.pour toutes visites, privilégiez un contact par sms ou mail svp",Non spécifié
1,395000,155,3,2,,0,0,0,0,0,1,1,1,0,0,0,la marsa,aouina,https://www.mubawab.tn/fr/a/8198731/a-vendre-un-duplex-en-s3,"Ce duplex est situé dans une résidence au cœur de L’Aouina .Il bénéficie d'une entrée indépendante. A l’entrée on trouve un salon aux volumes généreux qui permet d’agencer un salon est une salle à manger. La cuisine, aménagée avec des rangements, Elle donne accès à un séchoir. une salle de bain complétant la partie jour. À l'étage, la partie nuit comprend Trois chambres à coucher, dont une suite parentale, chacune dotée de son propre dressing. Elles partagent une salle de bain commune. Ce duplex est équipé d’un chauffage central et d’une climatisation en Split système.",Non spécifié
1,260000,73,1,1,2.0,1,1,0,1,1,1,1,1,0,0,0,hammamet,hammamet sud,https://www.mubawab.tn/fr/a/8067753/%C3%A0-vendre-%C3%A0-hammamet-sud,"Cet appartement S1 est situé dans un quartier sécurisé, à proximité de toutes les commodités à Hammamet Sud. Le salon, lumineux, s’ouvre sur un balcon. La cuisine est ouverte et équipée d’une plaque de cuisson, d’un four électrique et d’une hotte aspirante. La partie nuit comprend une chambre à coucher avec un dressing intégré. L’ensemble est complété par une salle de douche ainsi qu’un système de climatisation de type split. Une place de parking est également disponible.",Non spécifié
1,618000,200,2,2,,0,0,0,0,1,1,1,1,1,0,0,sousse corniche,Non spécifié,https://www.mubawab.tn/fr/a/8190288/appartement-%C3%A0-vendre-%C3%A0-sousse,"Appartement de Prestige à Vendre – Sousse, Zone TouristiqueVivez l'exceptionnel au cœur de la zone touristique de SousseSuperficie totale : 225 m² (dont 25 m² de terrasse)Surface habitable : 200 m²Vue mer panoramique : Une grande terrasse avec une vue directe sur la merAménagement haut standing :Salon lumineux & spacieux2 suites parentales avec salles de bain dont une avec dressing intégréCuisine ouverte de style américain avec débarrasConfort toutes saisons : Climatisation, chauffage centralCaractéristiques Complémentaires :Situé dans une résidence de standing avec ascenseursProximité immédiate des plages, restaurants, commerces, hôtels et lieux de loisirsPRIX : 618 000Pour toute information prière de nous contacter :Agence Immobilière : CASA BELLA52 BOULEVARD 14 JANVIER4089 KANTAOUITEL / 216 73 817 098GSM/ 216 98 45 77 14GSM / 216 53 75 77 14Email:contact@immobiliere-casabella.comSite web: www.immobiliere-casabella.com",Non spécifié
1,250000,59,1,1,,1,0,0,0,0,0,0,0,0,0,0,la soukra,la soukra,https://www.mubawab.tn/fr/a/7868841/un-appartement-s1-direct-promoteur-%C3%A0-la-nouvelle-soukra,"New Key La Soukra met à la vente un appartement S1 de haut standing direct promoteur dans une résidence neuve et bien gardée à La Nouvelle Soukra.On y trouve un salon, une kitchenette équipée de plaque, hotte et four, un séchoir, une chambre à coucher et une salle de douche.Place de parking est disponible à 25.000 DT.Remise des clès en Août 2025.  Référence du bien: Ref6082a",Non spécifié
1,315000,98,2,1,1.0,0,1,0,0,1,1,1,1,0,0,0,nabeul,cité el wafa,https://www.mubawab.tn/fr/a/8204111/%C3%A0-vendre-s2-au-premier-%C3%A9tage-afh-mrezga,à vendre s2 au premier étage dans une reisence avec piscine  afh mrezgawhatsapp 216 29482838,Non spécifié
1,229000,64,1,1,3.0,0,1,0,0,1,1,1,1,0,0,0,nabeul,cité el wafa,https://www.mubawab.tn/fr/a/8204102/%C3%A0-vendre-s1-meubl%C3%A9e-%C3%A0-afh-mrezga-avec-parking,à vendre s1 bien meublée au 3 éme étage d'une residence avec piscine à afh mrezgaprix inclus meuble  abris de voiturewhatsapp 21629482838,Non spécifié
1,280000,132,2,3,1.0,1,0,0,0,1,1,1,1,0,0,0,hammam chatt,borj cedria,https://www.mubawab.tn/fr/a/8189737/appartement-s2-%C3%A0-borj-cedria,"Immobilière JOUINI Vous Propose À La Vente ,Un Splendide Appartement S2 De 132 M², Situé À Borj Cedria (Gouvernorat De Ben Arous), Au 1er Étage D’une Résidence Récente, Gardée Et Sécurisée Et Place De Parking Privée.Ce Bien Rare Vous Séduira Dès L’entrée Par Sa Luminosité Naturelle, Son Agencement Fonctionnel Et Ses Finitions De Qualité. Parfaitement Entretenu Et Idéal Pour Une Vie De Famille, Il Se Trouve Dans Un Quartier Calme, Tout En Restant Proche Des Commodités.Composition :Salon Et Séjour Spacieux Et LumineuxSuite Parentale Avec Salle De Bain PrivativeDeuxième Chambre Avec Dressing Et Accès À Une Terrasse EnsoleilléeCuisine Équipée Avec Coin Repas Et Séchoir IndépendantSalle D’eau InvitésSalle De Bain CommuneHall D’entrée Avec Placards De Rangement IntégrésEmplacement : Borj Cedria, Gouvernorat De Ben ArousLe Chauffage Central Et La Climatisation Sont Disponibles.1er étage / Sans Ascenseur.Superficie Totale : 132 M²Place De Parking PrivéeRésidence Avec Ascenseur, Gardée Et SécuriséePrix Demandé : 280 000 DinarsUn Appartement Coup De Cœur, À Visiter Sans Tarder.Contactez IMMOBILIÈRE JOUINI Dès Maintenant Pour Plus D’informations Ou Une Visite.",Non spécifié
1,350000,147,4,1,,1,0,0,1,1,0,1,0,0,0,0,nouvelle medina,nouvelle medina,https://www.mubawab.tn/fr/a/8201919/appartement-duplex-s3-a-la-nouvelle-medina,"À vendre – Appartement Duplex S3 de 147 m²  à La Nouvelle MédinaNous mettons en vente un spacieux appartement Duplex S3 de 147 m²,  Dans une résidence calme et sécurisée à La Nouvelle Médina. Ce bien offre un cadre de vie agréable dans un quartier résidentiel, proche de toutes les commodités : écoles, commerces, transports, etc.Caractéristiques de l’appartement :Salon lumineux climatiséechambres parentale  climatisée avec balcondeux chambres à coucher  climatisées, l’une avec dressing intégrésalles de bain, et salle d’eau pour les  invitésCuisine avec séchoirClimatisation dans toutes les chambresPlace de parking privée en sous-solCet appartement est idéal pour une famille ou un couple à la recherche d’un logement spacieux, fonctionnel et bien situé, offrant à la fois confort et qualité de vie.",Non spécifié
1,320000,80,2,1,,0,1,1,0,1,1,1,1,0,0,0,akouda,chott meriem,https://www.mubawab.tn/fr/a/8203645/%C3%A0-vendre-s2-%C3%A0-chatt-meriem-sousse,"Référence du bien : Ref769aÀ VENDRE  Appartement S2 à Chatt Meriem SousseL'Agence Immobilière vous propose à la vente un appartement S2 situé dans la prestigieuse résidence ""Les Dunes"" à Chatt Meriem Sousse. Cet appartement de haut standing se caractérise par son design moderne et son cadre de vie exceptionnel. Il offre un confort optimal et un environnement paisible, parfait pour ceux en quête de sérénité et de qualité de vie.Prix : 320MDUn véritable havre de paix vous attend !Contactez-nous pour plus d'informations : (216) 50 232 727 - (216) 50 232 976",Non spécifié
1,290000,87,1,1,1.0,1,0,0,1,1,1,1,1,0,0,0,la marsa,aouina,https://www.mubawab.tn/fr/a/8032432/a-vendre-un-appartement-s1-%C3%A0-la-nouvelle-soukra,By Louati Immo met à la vente un appartement S1 haut standing au 1er étage  Direct Promoteur dans une résidence très agréable à La Nouvelle Soukra. Il se compose d’un salon lumineux avec balcon ouvrant sur une cuisine très bien aménagé une chambre à coucher avec dressing et une salle de douche.  La Place parking à 25 MD.,Non spécifié
1,230000,115,3,1,,0,0,0,0,1,0,0,0,0,0,0,ras jebel,Non spécifié,https://www.mubawab.tn/fr/a/8203607/a-vendre-chic-appartement-s3-%C3%A0-ras-jebel,"A Vendre Appartement haut standing  à Ras Jebel Bizerte,à proximité de toutes les commoditéssur la Route principalesuperficie 115m²composée d'unvaste salon, 3 chambres à coucher; cuisine équipée , salle de bain, terrassetitre FoncierPour plus d'information veuillez nous contacter",Non spécifié
1,369000,100,2,1,2.0,0,0,0,0,0,0,0,1,0,0,0,hammamet,hammamet nord,https://www.mubawab.tn/fr/a/8138721/vente-appartement-lamar-s2-hammamet-nord,"A vendre, Chez Vision Immobilière Tunisie, cet appartement  de charme neuf au 2ème étage dans une résidence calme et sécurisée à Hammamet Nord. l'entrée donne sur un salon lumineux et une cuisine moderne bien équipé par les éléments de rangements nécessaire. L’espace nuit se compose principalement de deux chambres à coucher  et une salle d'eau. L'appartement est équipé par le chauffage centrale.",Non spécifié
1,486000,120,2,1,0.0,1,1,1,0,1,0,1,1,1,0,0,hammamet,yasmine hammamet,https://www.mubawab.tn/fr/a/8148477/vente-appartement-rdc-daniel-s2-hammamet-yasmine,"À vendre chez Vision Immobilière Hammamet-Tunisie, un appartement situé à Hammamet Yassmine au RDC d'une résidence gardée, avec piscine et proche de toutes les commodités. Il est composé d'un salon qui offre un terrasse avec vue panoramique de piscine. La cuisine est aménagée par les éléments de rangement nécessaire avec un séchoir, deux chambres à coucher et une salle de bain. L'appartement est équipé par le chauffage central et la climatisation. Une place de parking est disponible.",Non spécifié
1,280000,140,2,1,1.0,1,0,0,1,1,0,0,1,0,0,0,hammamet,hammamet,https://www.mubawab.tn/fr/a/8203397/bel-appart-140m%C2%B2-avec-2-balcons-%C3%A0-hammamet,"Situé à la Résidence Arabella Manaret Hammamet, dans un quartier calme et recherché, ce bel appartement de 140 m² au ler étage offre un cadre de vie confortable et moderne.Il se compose de deux chambres lumineuses, d'un salon convivial avec salle à manger attenante, d'une cuisine équipée avec séchoir, d'une salle de bain et d'une salle d'eau. Deux balcons apportent une belle luminosité et une ouverture agréable sur l'extérieur.L'appartement est doté de sols en carrelage, d'un chauffage central, d'une porte blindée pour plus de sécurité, ainsi que d'une antenne parabolique. La résidence sécurisée dispose d'un concierge, d'une façade extérieure soignée et d'un emplacement de parking réservé.Parmi les atouts supplémentaires: une plaque et une hotte déjà installées. Orienté Est, l'appartement bénéficie d'un ensoleillement idéal le matin.Un bien pratique, sécurisé et confortable, idéal pour une famille ou comme résidence secondaire à Hammamet.",Non spécifié
1,420000,75,1,1,,0,0,0,0,0,0,0,1,0,0,0,hammamet,hammamet nord,https://www.mubawab.tn/fr/a/8072600/a-vendre-%C3%A0-hammamet-nord-pr%C3%A8s-de-la-badira,A vendre à HAMMAMET NORD près de la BADIRA un joli S1 au premier étage de 75 m2 à 100 m de la plagePrix : 420 mille dinars,Non spécifié
1,480000,145,2,2,,0,0,1,0,1,0,1,1,0,0,0,la soukra,la soukra,https://www.mubawab.tn/fr/a/8155015/a-vendre-un-appartement-%C3%A0-la-soukra,A vendre un bel appartement de trés haut standing dans une résidence gardée à la Soukra,Non spécifié
1,980000,175,3,2,,1,0,0,0,1,1,1,1,0,0,0,la marsa,les berges du lac 2,https://www.mubawab.tn/fr/a/8199811/a-vendre-un-appartement-au-lac-2,"À vendre un appartement spacieux et lumineux de type S3, situé dans une résidence calme et sécurisée au cœur de Lac 2.Composition :Grand salon avec accès à une terrasse découverteSalle de séjour indépendanteCuisine équipée avec séchoir2 chambres à coucher avec placards intégrés1 suite parentale avec salle de bain privativeSalle de bain communeHall d’entrée avec rangementsPlacards supplémentairesAtouts :Place de parking au sous-solRésidence sécurisée et bien entretenueBonne orientation et excellente luminositéQuartier calme et proche de toutes les commoditésEmplacement stratégique : proche des écoles, commerces, cliniques et accès rapides vers le centre-ville et les berges du Lac.",Non spécifié
1,490000,200,4,1,,0,0,0,1,1,0,1,1,0,0,0,hammam sousse,cité de la plage,https://www.mubawab.tn/fr/a/8018817/a-vendre-appartement-s4-%C3%A0-hammam-sousse,"A vendre un spacieux appartement S4 à Hammam SousseNotre Agence Immobilière Kantaoui Sonia met en vente un lumineux appartement type S4 sis au 2 ème étage d' une petite immeuble bien placé sur la zone de Hammam Soussel'appartement est de 200m² reparti comme suit :un lumineux et spacieux salon qui ouvre sur un balcon04 chambres à coucher dont une suite parentale avec son propre salle de bainune cuisine indépendante agencée doté par un grand balconune salle de bain avec Baignoireclimatisation splitchauffage centralTitre individuel dispoPrix 490.000 dinarsPour plus d'informations ou pour organiser une visite, veuillez nous contacter à l'Agence Immobilière Kantaoui. Nos agents sont à votre disposition pour toutes informations et conseils nécessaires pour acquérir le bien immobilier qui vous cherchez. Merci d'appeler le 50404583/73817551/23404112 . Email :kantaouimmo@gmail.com. site Web : www.kantaouiimmo.com  Référence du bien: Ref2571a",Non spécifié
1,1070000,286,3,1,0.0,0,0,1,0,1,0,1,1,1,0,0,la marsa,sidi daoued,https://www.mubawab.tn/fr/a/8187321/%C3%A0-vendre-%E2%80%93-duplex-avec-jardin-%C3%A0-sidi-daoud,"Confort Immo vous propose à la vente un charmant duplex S3 d’une superficie totale de 286 m², dont 42 m² de jardin privatif, idéalement situé dans un quartier résidentiel calme et recherché à Sidi Daoud.Composition :Rez-de-chaussée :Salon lumineuxSalle à mangerCuisine indépendanteSalle d’eau invitésAccès direct à un jardin de 42 m²Étage :Une suite parentaleDeux chambres à coucherUne grande terrasse avec vue dégagéeTitre foncier bleuPrix : 1 050 000 DTPour plus d’informations ou pour organiser une visite, n’hésitez pas à nous contacter.",Non spécifié
1,285000,75,1,1,,1,1,1,1,1,0,0,0,0,0,0,hammamet,yasmine hammamet,https://www.mubawab.tn/fr/a/8184931/appartement-s1-%C3%A0-vendre-%C3%A0-yasmine-hammamet,"Un appartement S1 à vendre dans un quartier calme & sécurisé à Yasmine Hammamet.Salon, chambre à coucher, salle de bain, balcon, cuisine équipée.Juste derrière Carthage Land5 minutes de la plage/ marinaParking sous-solPiscinePour plus d’informations veuillez contacter sur WhatsApp",Non spécifié
1,227000,113,2,2,1.0,1,0,0,1,1,1,1,0,0,0,0,sfax ville,sfax el jadida,https://www.mubawab.tn/fr/a/8191339/appartement-s-2-au-1er-%C3%A9tage-sfax-eljadida,"Appartement lumineux et spacieux situé au premier étage de l’immeuble La Perla 2, dans le quartier dynamique de Sfax Eljadida. Il se compose d’un grand salon, de deux chambres (avec double vitrage), d’une cuisine entièrement équipée (plaque et four en verre, hotte, osmeuse, climatiseurs...), de deux salles de bain et d’un balcon.Surface vendable 113 m2Titre foncierCet appartement a été conçu pour convenir aussi bien à une habitation confortable qu’à un usage professionnel, tel qu’un bureau ou un cabinet, offrant ainsi une grande flexibilité selon vos besoins.Possibilité également de places de parking disponibles dans un immeuble voisin.",Non spécifié
1,360000,107,3,2,2.0,1,0,0,1,1,1,1,1,0,0,0,el menzah,el manar 3,https://www.mubawab.tn/fr/a/8166314/a-vendre-s3-a-manar-3,"A vendre un appartement s3 dans une résidence sécurisée à Manar 3 à côte du centre commercial Manar CityL'appartement se compose d'un salon avec balcon, cuisine avec séchoir, salle d'eau pour invités,  trois chambres avec placard, salle de bainClimatisation centrale, chauffage central et une place de parking au sous-sol",Non spécifié
1,190000,96,2,1,2.0,1,0,0,1,1,0,1,1,0,0,0,ariana ville,ariana,https://www.mubawab.tn/fr/a/8156112/appartement-s2-cit%C3%A9-taamir,"Vends un appartement S2 au deuxième étage dans une résidence clôturée et gardée proche du rond point X20.Cadre paisible et bon voisinage.Appartement se compose de :- Un hall à l'entrée- Un salon (double séjour) avec balcon- Deux chambres à coucher avec rangement,- Une salle d'eau avec douche italienne,- Un WC séparé avec lavabo- Une grande cuisine aménagée- Chauffage central- Fenêtres double vitrages- ClimatisationUne place de parking non nominative est disponible",Non spécifié
1,330000,73,1,1,4.0,1,0,0,0,1,1,1,1,1,0,0,hammam sousse,el kantaoui,https://www.mubawab.tn/fr/a/7921469/appartement-s1-pieds-dans-l-eau-%C3%A0-kantaoui,"Nous vous proposons à la vente ce spacieux appartement S1 d'une superficie totale de 80 m², situé dans une résidence pieds dans l'eau à Kantaoui, offrant un cadre de vie unique et exceptionnel.Caractéristiques de l’appartement :Superficie totale : 80 m²Salon lumineuxChambre à coucher confortableSalle de bain bien équipéeCuisine entièrement équipéeAvantages supplémentaires :Place de parking en sous-sol incluse avec l'appartementVue imprenable sur la merRemarque : Les meubles ne sont pas inclus.Cet appartement est idéal pour ceux qui souhaitent acquérir un bien unique en bord de mer, tout en bénéficiant de la proximité des commodités locales à Kantaoui.Ne manquez pas cette opportunité, contactez-nous pour plus de détails ou pour organiser une visiteRÉF. 84406917",Non spécifié
1,3605000,1200,6,6,0.0,0,1,1,1,1,0,0,0,1,0,0,hammam sousse,el kantaoui,https://www.mubawab.tn/fr/a/8123030/magnifique-villa-%C3%A0-kantaoui-%E2%80%93-vente,"Située dans un emplacement stratégique à Kantaoui, cette villa d'exception offre un cadre de vie raffiné et spacieux, idéal pour ceux en quête de confort et de luxe.Caractéristiques principales :Terrain : 1000 m²Surface habitable : 1200 m²Cette villa s’élève sur trois niveaux : un rez-de-jardin, un rez-de-chaussée, et un premier étage.Elle se compose de 3 grandes suites parentales, chacune offrant un espace généreux avec des finitions haut de gamme et un accès direct à des balcons ou terrasses.Le rez-de-jardin abrite un jardin luxuriant ainsi qu’une piscine privative, idéal pour se détendre ou recevoir des invités dans un cadre exceptionnel.Vous pourrez profiter d'un espace extérieur totalement aménagé avec des zones de repos, un espace de barbecue, et une belle pelouse.Le rez-de-chaussée comprend un grand salon lumineux, une salle à manger élégante, ainsi qu’une cuisine moderne entièrement équipée, ouverte sur la salle à manger pour un confort optimal.Un espace bureau et des toilettes invités complètent ce niveau.Au premier étage, vous trouverez les 3 superbes suites parentales, avec des vues imprenables sur les environs.Chaque suite dispose de sa propre salle de bain privée, d'un dressing et de grands espaces lumineux grâce à de grandes baies vitrées.Emplacement :Idéalement située, cette villa bénéficie d’un emplacement stratégique à Kantaoui, à proximité des plages, du port de plaisance, des restaurants, ainsi que des commerces et des infrastructures de transport.Vous serez à quelques minutes des principales attractions touristiques tout en jouissant de la tranquillité et de la sécurité d'un quartier résidentiel.Réf. 85793673",Non spécifié
