url,type,price,gouvernorat,delegation,surface_totale,nombre_chambres,nombre_salle_bain,description,etage,neuf,haut_standing,parking,piscine,vue_panoramique,jardin,climatisation,chauffage,ascenseur,balcon,terrasse,area
https://www.mubawab.tn/fr/a/8236587/a-vendre-appartement-s2-%C3%A0-chotrana-2-ariana,1,380000,la soukra,chotrana 2,93,2,1,"L’agence immobilière Le Boulevard vous propose :A #Vendre           #Référence : 1276aUn appartement S2 haut standing Direct promoteur, dans une résidence bien sécurisée à Soukra, chotrana 2, Tunis.Il se compose d'un salon, 2 Chambres à coucher, salle d’eau, balcon et d'une cuisine bien équipée (plaque, hotte, etc.).•	Résidence gardée et clôturée avec des caméras de surveillance•	Cuisines agencées et équipées : plaque, hotte et four inclus.•	Chauffage central et climatisation split installés.•	Menuiserie aluminium double vitrage et volets roulants électriques.•	Remise de clé : Septembre 2026•	Piscine couverte•	Piscine découverte•	Salle de sport•	Superficie couverte : 93 m²•	Prix : 380.000 TND y compris place de parking",,0,0,1,1,0,0,1,1,0,1,1,Non spécifié
https://www.mubawab.tn/fr/a/8236648/a-vendre-duplex-s3-avec-jardin-priv%C3%A9-%C3%A0-chotrana-2,1,1244000,la soukra,chotrana 2,256,3,3,"L’agence immobilière Le Boulevard vous propose :A #Vendre           #Référence : 1279aUn appartement Duplex S3 avec jardin haut standing Direct promoteur, dans une résidence bien sécurisée à Soukra, chotrana 2, Tunis.Au rez-de-chaussée on a un spacieux et lumineux salon ouvrant sur le jardin, une salle à manger, Séjour, salle d’eau et une cuisine bien équipée avec séchoir.À l’étage on trouve une suite parentale, 2 chambres à coucher avec dressing, salle de bain et terrasse.•	Résidence gardée et clôturée avec des caméras de surveillance•	Cuisines agencées et équipées : plaque, hotte et four inclus.•	Chauffage central et climatisation split installés.•	Menuiserie aluminium double vitrage et volets roulants électriques.•	Remise de clé : Septembre 2026•	Piscine couverte•	Piscine découverte•	Salle de sport•	Superficie totale : 256m²•	Superficie jardin : 146m²•	Prix :1.244.000 TND y compris place de parking au sous-sol",0.0,0,0,1,1,0,1,1,1,0,0,1,Non spécifié
https://www.mubawab.tn/fr/a/8235378/a-vendre-appartement-s1-%C3%A0-chotrana2-soukra,1,281000,la soukra,chotrana 2,61,1,1,"L’agence immobilière Le Boulevard vous propose :A #Vendre           #Référence : 1275aUn appartement S1 haut standing Direct promoteur, dans une résidence bien sécurisée à Soukra, chotrana 2, Tunis.Il se compose d'un salon, Chambre à coucher, salle d’eau, balcon et d'une kitchenette bien équipée (plaque, hotte, etc.).•	Résidence gardée et clôturée avec des caméras de surveillance•	Cuisines agencées et équipées : plaque, hotte et four inclus.•	Chauffage central et climatisation split installés.•	Menuiserie aluminium double vitrage et volets roulants électriques.•	Remise de clé : Septembre 2026•	Piscine couverte•	Piscine découverte•	Salle de sport•	Superficie couverte : 61m²•	Prix : 281.000 TND y compris place de parking",,0,0,1,1,0,0,1,1,1,1,1,Non spécifié
https://www.mubawab.tn/fr/a/8278247/%C3%A0-vendre-s1-direct-promoteur-au-jardin-de-carthage,1,380000,le kram,les jardins de carthage,65,1,1,Century 21 Barros lac 2 vous propose pour la vente un appartement en s1  direct promoteur au jardins de Carthage– Un salon– Une cuisine– Une chambre à coucher– Une salle de bainContactez nous dès aujourd’hui pour plus d’informations et pour organiser une visite sur place : Tel/ WhatsApp 216 26 055 000 .Email : sb@century21.tn,,0,0,0,0,0,1,1,1,1,0,0,Non spécifié
https://www.mubawab.tn/fr/a/8229714/appartement-s4-soukra,1,380000,la soukra,dar fadhal,140,4,1,"REF: AVM01951Perla Immo met en vente ;Un appartement spacieux S4Emplacement : Dar Fadhal SoukraBon emplacement proche de toutes commoditésEn rez de chausséePetite résidence R2 bien sécuriséeBonne orientation, bien ensoleilléDescription: un salon avec une petite terrasse4 chambres à coucher dont trois avec dressings et deux placards au couloir, une salle de bain, une salle d’eau et une cuisine bien équipée avec séchoir.Superficie totale: 140 m²Superficie couverte: 110 m²Chauffage centralClimatiseursPrix : 380000 dtParking: intérieur privé- Bâti 2004- Titre individuelContact: 20338278 ou 98617607 ou 71 717 175",0.0,0,0,1,0,0,0,0,1,0,0,1,Non spécifié
https://www.mubawab.tn/fr/a/8299565/s3-en-vente,1,750000,la soukra,la soukra,121,0,1,"Appartement S3 en direct promoteur, de standing moderne, situé dans un emplacement accessible et sécurisé.Ce bien au style contemporain offre un bon niveau de confort grâce à des matériaux de qualité, tels que des sanitaires soignés, une boiserie de qualité, une menuiserie en aluminium et des stores électriques.Il dispose également d’une piscine, d’un grand jardin et d’une place de parking en sous-sol.Alliant fonctionnalité et sécurité, cet appartement convient aussi bien pour un premier achat que pour un investissement locatif ou une résidence principale.",,0,0,1,1,0,1,0,0,0,0,0,Non spécifié
https://www.mubawab.tn/fr/a/8218244/folla-chatt-meriem,1,350000,akouda,chott meriem,73,1,1,"L’agence immobilière du Lac met en vente un joyau appartement à la Résidence Folla à Chott-Meriem. Appartement Standing aux étages avec ascenseur, de surface Totale 73m2, Composé d'un lumineux Salon avec Balcon spacieux donnant sur une vue piscine , Cuisine à L'américaine équipée, salle de bain, Une Chambre , Salon .Climatisation réversible. Prix Ferme Demandé 350 000 DT .La résidence Folla est embellie par 6 piscines à l’eau de mer, avec bassins enfants avec des caméras de surveillance accessibles depuis la tv de l'appartement - Spa avec hammam, massages, soins divers, salle de sports, unpiscine couverte, salon de coiffure et esthétique prix très abordables. - 2 restaurants - Café, café maure - Salle de jeu - Supérette ouverte toute la journée - Aire de jeux pour les enfants - Transats, parasols dans toute la résidence et sur la plage. - Protection UV au-dessus des bassins pour enfants. Infos et Visite Contactez L'immobilière du Lac H-Sousse au216 73 370 942où 216 99 904 113et 216 23 713 406j",,0,0,0,1,1,1,1,1,1,1,1,Non spécifié
https://www.mubawab.tn/fr/a/8297647/a-vendre-s1-%C3%A0-chotrana,1,225000,la soukra,chotrana 1,52,1,1,"L'agence Immobilière la cible immo vous propose à la vente un s1 direct promoteur dans une résidence composée de deux étages uniquement.Il est composé d'un salon,  une cuisine américaine,  une salle d'eau avec cabine de douche et une chambre à coucher avec dressing.Y compris une place de parking",,0,0,1,0,0,0,1,1,0,0,0,Non spécifié
https://www.mubawab.tn/fr/a/8299514/jardin-aouina-vnt-spaieux-s2-104m2,1,245000,menzel chaker,cité taieb mhiri,104,2,1,"Ketata Immo  met en  Vente à  la #Jardin_Aouina, un   S2 de  104 m2 net, au quatrième (04)  étage  d’une résidence  avec  double  ascenseur.Appartement bien orienté kebly, cuisine spacieuse.Titre bleu en cours  (Contrat d’achat)Pour les investisseurs Très bon apport locatif (900 dt/mois)Honoraire agence : 2%.Pour plus d'info veuillez contacter le courtier  en immobilier Mr Ketata Chafik au Tel &whatsapp :  216 56 16 80 17.",4.0,0,0,0,0,0,1,0,1,1,0,0,Non spécifié
https://www.mubawab.tn/fr/a/8119558/bel-appartement-%C3%A0-vendre-%C3%A0-ain-zaghouan-nord-3-belles-chambres-bien-meubl%C3%A9,1,650000,la marsa,ain zaghouan nord,189,3,2,"Faites une belle affaire en achetant cet appartement. Prix 650 000 TND. 3 chambres, 2 salles de bains, superficie 189 m². Moins de 20 ans. À rénover. Revêtement: Marbre. Propriété entièrement meublée.Venez découvrir cet appartement à vendre à Ain Zaghouan Nord. Confortable et bien équipé avec piscine, cheminée et climatisation. Bénéficiez du calme absolu avec fenêtres en double vitrage. Porte blindée et chauffage central.Contactez-nous si vous êtes intéressé par cet appartement. Profitez d'une belle terrasse. Dispose également d'un ascenseur et d'un garage. Sécurité garantie avec surveillance. Système d'antenne parabolique. Cuisine bien équipée.",,0,0,0,1,0,1,1,1,1,0,1,Non spécifié
https://www.mubawab.tn/fr/a/7902538/appartement-%C3%A0-vendre-%C3%A0-ain-zaghouan-nord-superficie-189-m%C2%B2-bien-meubl%C3%A9,1,650000,la marsa,ain zaghouan nord,189,3,3,"Opportunité unique pour cet appartement à vendre. Prix 700 000 TND. 3 chambres à coucher, 3 salles de bains, 189 m². Moins de 10 ans. Type de sol: Marbre. Entièrement meublé.Cet appartement est en vente à Ain Zaghouan Nord. Confortable et bien équipé avec piscine, cheminée et climatisation. Confort et sécurité avec chauffage central, porte blindée et double vitrage.Contactez-nous si vous êtes intéressé par cet appartement. Profitez d'une belle terrasse. Dispose également d'un ascenseur et d'un garage. Équipé d'une parabole. La résidence est sécurisée. Micro-ondes.",,0,0,0,1,0,1,1,1,1,0,1,Non spécifié
https://www.mubawab.tn/fr/pa/8223509/s2-%C3%A0-vendre-de-124-92-m%C2%B2-%C3%A0-hergla,1,420744,hergla,Non spécifié,125,2,1,"Faites une belle affaire en achetant cet appartement. Prix 420 744 TND. 2 chambres, 1 salle de bains, 125 m².Idéal si vous souhaitez acheter un appartement .",1.0,0,0,0,0,0,0,1,1,0,0,0,Non spécifié
https://www.mubawab.tn/fr/a/8286496/vend-appartement-%C3%A0-les-jardins-de-carthage-surface-de-166-m%C2%B2-fen%C3%AAtres-double-vitrage-et-chauffage-central,1,831000,le kram,les jardins de carthage,166,3,2,"Découvrez cet appartement à vendre. Prix 831 000 TND. 3 chambres, 2 salles de bains, superficie 166 m². 6ème étage. Moins d'un an. Type de sol: Marbre. Bénéficiez du calme absolu avec fenêtres en double vitrage. Porte blindée et chauffage central.Cet appartement est en vente à Les Jardins de Carthage. Équipé d'une antenne parabolique. Sécurité dans la résidence. Nombreux équipements dont climatisation. La résidence dispose également d'un service de conciergerie.Programmez dès maintenant votre visite pour cet appartement d'exception. Décoration moderne avec salon européen. Four. Cuisine équipée.",6.0,0,0,0,0,0,1,1,1,1,0,0,Non spécifié
https://www.mubawab.tn/fr/a/8297650/%C3%A0-vendre-s2-%C3%A0-chotrana,1,425000,la soukra,chotrana 1,109,2,2,"L'agence Immobilière la cible immo vous propose à la vente un s2 dans direct promoteur dans une résidence composée de deux étages uniquement.Il est composé d'un spacieux salon salle à manger avec balcon,  une cuisine équipée,  une salle d'eau avec cabine de douche,  une chambre à coucher et unr suite parentale.Une place de parking au sous-sol est disponible avec l'appartement.",,0,0,1,0,0,0,1,1,1,1,1,Non spécifié
https://www.mubawab.tn/fr/a/8283653/s3-en-vente-ariana-cit%C3%A9-ghazela,1,445000,ariana ville,riadh al andalous,151,3,3,"Cet appartement S3 occupe le cinquième étage d’une résidence sécurisée avec ascenseur, à Cité Ghazella, à proximité immédiate des commerces et de toutes les commodités. Dès l’entrée, on trouve une pièce de vie spacieuse permettant d’aménager un salon et une salle à manger. Cet espace ouvre sur une terrasse de 14 m², idéale pour profiter de l’extérieur. La cuisine est aménagée et équipée d’une plaque de cuisson, d’une hotte et d’un four. Un séchoir est disponible pour plus de fonctionnalité. Une salle d’eau pour les invités complète la partie jour. La partie nuit loge trois chambres à coucher avec dressings, dont une suite parentale bénéficiant de sa propre salle de douche. Une salle de bain vient compléter cet espace. L’appartement est équipé de la climatisation en système split. Une place de parking au sous-sol est également disponible.",5.0,0,0,1,0,0,0,1,1,1,0,1,Non spécifié
https://www.mubawab.tn/fr/a/8230106/grand-s3-haut-standing-sahloul-4,1,447000,sahloul,Non spécifié,167,3,3,"Opportunité unique pour cet appartement à vendre.Prix 447 000 TND.Salon  1 suite parentale  2 chambres, 2 salles de bains 1 salle d'eau  cuisine.superficie 163 m² au 3ème étage.2 places parking et cellier au sous-sol disponibles prix en sus.Revêtement: Marbre.Confort et sécurité avec service de conciergerie et climatisation.Venez découvrir cet appartement à vendre à Sahloul.Parfaitement équipé avec chauffage central et double vitrage.Sécurité garantie avec surveillance.Système d'antenne parabolique.Soyez le premier à visiter cet appartement en vente.Profitez d'une belle terrasse.Dispose également d'un ascenseur.Four encastré.Cuisine équipée.",3.0,0,0,1,0,0,0,1,1,1,0,1,Non spécifié
https://www.mubawab.tn/fr/a/8177834/s4-231-m%C2%B2-petite-r%C3%A9sidencejardins-de-carthage,1,980000,le kram,les jardins de carthage,231,4,3,"Darcom Tunisia met à la vente un appartement S4 de 231 m², situé dans une petite résidence R4 gardée et sécurisée près de toutes commodités aux Jardins de Carthage.La partie jour se compose comme suit :-un spacieux salon/salle à manger lumineux ouvrant sur un balcon- un séjour séparé-une cuisine aménagée et équipée (Hotte, Plaque et Four,lave- vaiselle)- une salle d’eau avec douche- une chambre de serviceLa partie nuit séparée comprend :- un dressing au hall- une suite parentale avec dressings et disposant d’une salle de bain-deux chambres à coucher chacune avec dressing- une salle de bain commune-Une place de parking au sous-sol et un cellier sont disponiblesSystème central de climatisation et chauffage installé .",,0,0,1,0,0,1,1,1,1,1,1,Non spécifié
https://www.mubawab.tn/fr/a/7982923/duplex-neuf-273-m%C2%B2-jardins-de-carthage,1,1880000,le kram,les jardins de carthage,273,3,5,"Darcom Tunisia,  met à votre disposition un joli Duplex neuf  d’une superficie de 273 m2  60 m² de jardin avec terrasse , situé dans une résidence R4 récemment finie aux Jardins de Carthage.Au RDC, on trouve un salon ouvrant sur le jardin, une cuisine aménagée et équipée (hotte, plaque et four) avec un grand séchoir  une chambre de service avec salle d’eau ainsi qu’une salle d’eau d’invités avec douche.Au 1erétage, on trouve quatre suites parentales chacune disposant de dressings et d’une salle de bain/douche.Le sous-sol ayant un accès privé, est composé de deux places parking sous-solPour visiter le bien, n’hésitez pas à nous contacter au",1.0,0,0,1,0,0,1,1,1,0,0,1,Non spécifié
https://www.mubawab.tn/fr/a/8120754/a-vendre-un-appartement-s3-%C3%A0-laouina,1,395000,la marsa,aouina,138,3,2,L'agence immobilière CENTURY 21 INFINITY vous propose à la vente un appartement S3 retapé à neuf* Emplacement : AOUINAIl se compose de:-Un salon qui donne sur un balcon-Une cuisine très bien équipée avec un bar et un coin repas-Deux chambres  avec dressings et leur salle de bain commune-Une suite parentale avec une douche a l'italienne *-Chauffage centrale-climatisation en split dans toutes les piècesPour plus d'informations veuillez appeler le 27876061 ou 25794794,3.0,0,0,0,0,0,0,1,1,1,1,1,Non spécifié
https://www.mubawab.tn/fr/a/8109828/%C3%A0-vendre-un-s3-neuf-aux-jardins-de-carthage,1,795000,le kram,les jardins de carthage,228,3,3,L’agence immobilière Century 21 Infinity vous propose pour la vente un appartement S3 situé aux Jardins de Carthage*Emplacement : Les Jardins de Carthage*Typologie : S3Il se compose de :-Un grand salon avec terrasse-Une cuisine avec séchoir entièrement équipée-Une salle d’eau d’invités-Deux chambres à coucher-Une salle de bain-Une suite parentale-Chauffage central-Climatisation centrale-une place de parking sous sol,,0,0,1,0,0,1,1,1,1,0,1,Non spécifié
https://www.mubawab.tn/fr/a/8235268/a-vendre-s2-promoteur-%C3%A0-la-soukra-chotrana1,1,371000,la soukra,chotrana 1,104,2,2,"A vendre : Appartement S2 à la Soukra ,Chotrana 1 direct promoteur :superficie à partir de : 104 m²Composition :Un salon avec balconDeux chambres à coucher avec dressingUne cuisine bien équipéeSalle d'eau invitésalle de bainClimatisation split systemchauffage centralplace de parking sous sol 20.000 mdPrix : 371MdPour le visiter et plus d'informations veuillez nous contacter sur le:54819997 / 54819229",1.0,0,0,1,0,0,0,1,1,1,1,1,Non spécifié
https://www.mubawab.tn/fr/a/7547047/a-vendre-s2-%C3%A0-la-soukra,1,450000,la soukra,chotrana 1,142,2,2,A vendre :  Appartement s2  à la Soukra titré dans une R2 avec ascenseurSuperficie :  142 m2Composition :-Salon  Lumineux donnant sur la terrasse-Cuisine bien équipé qui donne sur le séchoir-Deux Chambres à coucher avec dressing-Salle d'eau invités-Salle de bain  communeUne place parking sous solCellierClimatisation splitChauffage centralPour le visiter et plus d'informations veuillez nous contacter sur le:54819997 / 54819199,,0,0,1,0,0,0,1,1,1,0,1,Non spécifié
https://www.mubawab.tn/fr/a/8249939/a-vendre-s2-%C3%A0-la-soukra-titr%C3%A9,1,405000,la soukra,la soukra,124,2,2,A vendre :  Appartement s  à la Soukra  avec titre individuel dans une résidence R2Superficie s2:  124 m2Composition :-Salon  Lumineux donnant sur un Balcon-Deux Chambres à coucher avec dressing-Salle d'eau invités-Salle de bain  commune-Cuisine bien équipé qui donne sur le séchoirClimatisation splitChauffage centralplace parking sous solPrix :405.000 mdUne place parking sous-solPossibilité d' acheter une 2ème place parking et cellierTel:54819997,2.0,0,0,1,0,0,0,1,1,1,1,1,Non spécifié
https://www.mubawab.tn/fr/a/8235587/a-vendre-s1-aux-jardin-de-carthage,1,340000,le kram,les jardins de carthage,65,1,1,A vendre: Appartement en S1 aux jardins de CarthageAnnée de construction 2024Composition :-Salon avec balcon-Une kitchenette équipée (Hotte -Plaque -Four)-Une chambre à coucher avec dressing-Salle de bain avec cabineClimatisationchauffageplace parking sous solprix : 340.000dt /moisPour le visiter et plus d'informations veuillez nous contacter sur le:54819997 / 54819219,6.0,0,0,1,1,0,1,1,1,1,1,1,Non spécifié
https://www.mubawab.tn/fr/a/8299159/%C3%A0-vendre-%C3%A9tage-de-villa-s2-afh1,1,225000,nabeul,nabeul,86,2,1,"L’agence immobilière Century 21 Challenge vous propose à la vente un appartement S2, idéalement situé à AFH 1 – Nabeul.Ce bien lumineux et bien agencé se compose de :Un spacieux salonUne cuisine moderne entièrement équipéeDeux chambres à coucherUne salle de doucheL’appartement est équipé de la climatisation et du chauffagePour plus d’informations ou pour organiser une visite : 216 24 979 500 / 216 24 512 004E-mail : challenge@century21.tn",1.0,0,0,0,0,0,0,1,1,0,0,0,Non spécifié
https://www.mubawab.tn/fr/a/8242531/s2-neuf-direct-promoteur-sfax,1,280000,sfax ville,route teniour,88,2,2,"Résidence le Palais séduit par son design raffiné et ses lignes modernes, Route Teniour KM3 Dans une quartier très Chic et CalmeConçue pour offrir un équilibre parfait entre esthétique.fonctionnalité et bien-être, elle incarne une nouvelle façon d'habiter ,Sobre, élégante et durable.Résidence R plus 4 de 22 Appartements et 3 Duplexes et 2 penthouses avec piscine. Salle de Sport Collectif .Les Surfaces Des S2 à partir de 87m2 les prix à partir de 280.000Les Surfaces Des S3 à partir de 138m2 les prix à partir de 442 000Les Surfaces Des S4 à partir de 173.65m2plus Terrasse 20.16m2 les prix à partir de 576 000Les Surfaces Des Duplexes à partir 239m2 plus Jardin 37.6m2 avec jardin les prix à partir de 803 000Prix parking : 25000Prix cellier : 20000contact : 22135639Remise des clés fin 2026.pas d'agence ou intermédiaire SVPSVP SVP.",1.0,0,0,1,1,1,1,1,1,1,0,1,Non spécifié
https://www.mubawab.tn/fr/a/8189662/vente-d-un-bel-appartement-%C3%A0-ain-zaghouan-sud-3-chambres-agr%C3%A9ables-vue-exceptionnelle-sur-les-montagnes-porte-blind%C3%A9e,1,385000,la marsa,ain zaghouan sud,136,3,2,"Achetez votre appartement. Prix 385 000 TND. 3 chambres, 2 salles de bains, 136 m². 1er étage. Moins de 5 ans. Revêtement: Marbre. Profitez d'une vue magnifique sur les montagnes et du calme absolu avec fenêtres en double vitrage. Porte blindée et chauffage central.Cet appartement est en vente à Ain Zaghouan Sud. Climatisation. Cuisine entièrement équipée.Soyez le premier à visiter cet appartement en vente. Confortable salon européen. Superbe terrasse. Antenne parabolique.",1.0,0,0,0,0,1,0,1,1,0,0,1,Non spécifié
https://www.mubawab.tn/fr/a/8100067/appartement-%C3%A0-l-achat-%C3%A0-gammarth-sup%C3%A9rieur-2-chambres-porte-blind%C3%A9e-et-chauffage-central,1,550000,la marsa,gammarth supérieur,120,2,2,"Opportunité unique pour cet appartement à vendre. Prix 550 000 TND. 2 chambres à coucher, 2 salles de bains, 120 m². 2ème étage. Moins de 20 ans. Type de sol: Marbre. Profitez d'une vue magnifique sur les montagnes et du calme absolu avec fenêtres en double vitrage. Porte blindée et chauffage central.Cet appartement est proposé à la vente à Gammarth Supérieur. Nombreux équipements dont climatisation. La résidence dispose également d'un service de conciergerie. Cuisine entièrement équipée.Programmez dès maintenant votre visite pour cet appartement d'exception. Cuisinière avec four. Grande terrasse. Équipé d'une parabole.",2.0,0,0,0,0,1,0,1,1,0,0,1,Non spécifié
https://www.mubawab.tn/fr/a/8208276/excellent-apt-s2-multi-usages,1,370000,ariana ville,cité ennasr 2,125,2,1,"propriétaire met en vente un superbe appartement meublé ou vide s2 , surface 113 m²  25 m²terrasse ,très propre, état neuf,très peu habité.convient pour un étranger qui cherche à être bien logé , et convient pour un local de travail ( cabinet , laboratoire , centre de radiologie,  assurance, siège social ).cet appartement se situe, au 1er étage, résidence Erriadh Ennasr,  idéalement placée ,dans un endroit stratégique, au plein centre du cité Ennasr 2, début avenue nouvelle ére,  très proche du magasin général et du centre médical kammoun, et de toutes les commodités: cafés restaurants magasins, salle de sport , cliniques, écoles ,marché , station de bus.cet appartement se compose :- une entrée indépendante.- 1 salon- 2 chambres de nuit finement meublées dont une chambre avec balcon.- 1 salle de bain .- 1 cuisine bien équipée-1 séchoir.- 1 grand terrasse 25 m² qui s'ouvre sur la route principale nouvelle ére , exploitable pour vos enseignes de publicité, et la bonne visibilité du local.- 1 place de parking au sous sol et des places de parking à l'extérieur.- type de sol marbre.- chauffage central 3 climatiseurs  tv.- prix de vente 370000 dt- Possède un titre de propriété individuelle.",1.0,0,0,1,0,0,0,1,1,1,1,1,Non spécifié
