id,categorie,date,gouvernorat,delegation,prix,titre,description
692da163145e1617cbaed17d,immoneuf,2025-12-14 13:51:52+00:00,Tunis,La Goulette,283836,A VENDRE – Appartement S+1 Haut Standing au 1 er étage – Résidence FIRST,"À vendre, un charmant appartement S+1 de 67.58 m² situé au 1er étage de la résidence haut standing FIRST . Il offre un espace de vie moderne avec cuisine équipée, climatisation réversible, chauffage central et une salle d’eau avec douche à l’italienne. La résidence est sécurisée (gardien, digicode, visiophone, caméras) et propose un cadre de vie confortable et raffiné.

Sécurité & Services :
Résidence gardée avec présence d’un gardien logé au rez-de-chaussée

Accès sécurisé à l’immeuble par digicode

Entrée contrôlée via visiophone pour plus de sécurité

Caméras de surveillance dans les parties communes

Portes d’entrée des appartements en bois massif, robustes et sécurisées

Parking sécurisé et surveillé

Réception des programmes TV numériques


Équipements & Confort :
Menuiseries extérieures en aluminium à double vitrage de sécurité (SECURIT)

Isolation thermique et phonique renforcée : murs extérieurs et mitoyens à double cloison avec isolant

Salle de bain moderne avec douche à l’italienne et parois en verre SECURIT

Climatisation réversible multi-split (chauffage et climatisation)

Chauffage central individuel au gaz

Cuisine équipée et meublée :

Façades en high gloss

Plaques de cuisson, hotte aspirante, four encastré

Revêtements & Finitions :
Sols des pièces humides : grès antidérapant dans la masse

Sols des pièces sèches (salon, chambres, couloirs, cuisine) : grès dans la masse

Hall d’entrée : sol en marbre, murs avec habillage bois

Portes palières ascenseur : finition bois frêne
Faux plafonds en staff avec spots LED intégrés pour un éclairage d’ambiance

Terrasses : grès extérieur dans la masse"
692da41b145e1617cbaed2af,immoneuf,2025-12-14 13:51:52+00:00,Tunis,Le Kram,539994,A VENDRE – Appartement S+3 Haut Standing au 2 éme étage – Résidence FIRST,"À vendre, un appartement S+3 de 128,57 m² situé au 2 étage de la résidence sécurisée FIRST. Il comprend un salon lumineux, deux chambres, une cuisine moderne entièrement équipée, et une salle d’eau avec douche à l’italienne. Doté de la climatisation réversible, du chauffage central et de finitions soignées, cet appartement offre un cadre de vie confortable et sécurisé avec gardien, caméras, visiophone et parking surveillé.
Sécurité & Services :
Résidence gardée avec présence d’un gardien logé au rez-de-chaussée

Accès sécurisé à l’immeuble par digicode

Entrée contrôlée via visiophone pour plus de sécurité

Caméras de surveillance dans les parties communes

Portes d’entrée des appartements en bois massif, robustes et sécurisées

Parking sécurisé et surveillé

Réception des programmes TV numériques


Équipements & Confort :
Menuiseries extérieures en aluminium à double vitrage de sécurité (SECURIT)

Isolation thermique et phonique renforcée : murs extérieurs et mitoyens à double cloison avec isolant

Salle de bain moderne avec douche à l’italienne et parois en verre SECURIT

Climatisation réversible multi-split (chauffage et climatisation)

Chauffage central individuel au gaz

Cuisine équipée et meublée :

Façades en high gloss

Plaques de cuisson, hotte aspirante, four encastré

Revêtements & Finitions
Sols des pièces humides : grès antidérapant dans la masse

Sols des pièces sèches (salon, chambres, couloirs, cuisine) : grès dans la masse

Hall d’entrée : sol en marbre, murs avec habillage bois

Portes palières ascenseur : finition bois frêne

Faux plafonds en staff avec spots LED intégrés pour un éclairage d’ambiance

Terrasses : grès extérieur dans la masse


"
692db977145e1617cbaedf24,immoneuf,2025-12-14 13:50:53+00:00,Tunis,La Goulette,260778,A VENDRE – Appartement S+1 Haut Standing au 1 er étage – Résidence FIRST,"À vendre, un magnifique appartement S+1 de 62,09 m² situé au 1 er  étage d’une résidence haut standing sécurisée. Il se compose d’un salon spacieux, d'une chambre confortable, d’une cuisine moderne entièrement équipée et d’une salle d’eau avec douche à l’italienne.
Climatisation réversible, chauffage central, matériaux de qualité, parking sécurisé et services de gardiennage 24h/24.

Sécurité & Services :
Résidence gardée avec présence d’un gardien logé au rez-de-chaussée

Accès sécurisé à l’immeuble par digicode

Entrée contrôlée via visiophone pour plus de sécurité

Caméras de surveillance dans les parties communes

Portes d’entrée des appartements en bois massif, robustes et sécurisées

Parking sécurisé et surveillé

Réception des programmes TV numériques


Équipements & Confort :
Menuiseries extérieures en aluminium à double vitrage de sécurité (SECURIT)

Isolation thermique et phonique renforcée : murs extérieurs et mitoyens à double cloison avec isolant

Salle de bain moderne avec douche à l’italienne et parois en verre SECURIT

Climatisation réversible multi-split (chauffage et climatisation)

Chauffage central individuel au gaz

Cuisine équipée et meublée :

Façades en high gloss

Plaques de cuisson, hotte aspirante, four encastré

Revêtements & Finitions
Sols des pièces humides : grès antidérapant dans la masse

Sols des pièces sèches (salon, chambres, couloirs, cuisine) : grès dans la masse

Hall d’entrée : sol en marbre, murs avec habillage bois

Portes palières ascenseur : finition bois frêne

Faux plafonds en staff avec spots LED intégrés pour un éclairage d’ambiance

Terrasses : grès extérieur dans la masse"
692da5d0145e1617cbaed374,immoneuf,2025-12-14 13:50:53+00:00,Tunis,La Goulette,260778,A VENDRE – Appartement S+1 Haut Standing au 2éme étage – Résidence FIRST,"À vendre, un magnifique appartement S+1 de 62,09 m² situé au 2 éme étage d’une résidence haut standing sécurisée. Il se compose d’un salon spacieux, d'une chambre confortable, d’une cuisine moderne entièrement équipée et d’une salle d’eau avec douche à l’italienne.
Climatisation réversible, chauffage central, matériaux de qualité, parking sécurisé et services de gardiennage 24h/24.

Sécurité & Services :
Résidence gardée avec présence d’un gardien logé au rez-de-chaussée

Accès sécurisé à l’immeuble par digicode

Entrée contrôlée via visiophone pour plus de sécurité

Caméras de surveillance dans les parties communes

Portes d’entrée des appartements en bois massif, robustes et sécurisées

Parking sécurisé et surveillé

Réception des programmes TV numériques


Équipements & Confort :
Menuiseries extérieures en aluminium à double vitrage de sécurité (SECURIT)

Isolation thermique et phonique renforcée : murs extérieurs et mitoyens à double cloison avec isolant

Salle de bain moderne avec douche à l’italienne et parois en verre SECURIT

Climatisation réversible multi-split (chauffage et climatisation)

Chauffage central individuel au gaz

Cuisine équipée et meublée :

Façades en high gloss

Plaques de cuisson, hotte aspirante, four encastré

Revêtements & Finitions
Sols des pièces humides : grès antidérapant dans la masse

Sols des pièces sèches (salon, chambres, couloirs, cuisine) : grès dans la masse

Hall d’entrée : sol en marbre, murs avec habillage bois

Portes palières ascenseur : finition bois frêne

Faux plafonds en staff avec spots LED intégrés pour un éclairage d’ambiance

Terrasses : grès extérieur dans la masse"
692dbabd265523b710ee09b9,immoneuf,2025-12-14 13:50:53+00:00,Tunis,La Goulette,539994,A VENDRE – Appartement S+3 Haut Standing au 1 er étage – Résidence FIRST,"À vendre, un appartement S+3 de 128,57 m² situé au 1 er étage de la résidence sécurisée FIRST. Il comprend un salon lumineux, deux chambres, une cuisine moderne entièrement équipée, et une salle d’eau avec douche à l’italienne. Doté de la climatisation réversible, du chauffage central et de finitions soignées, cet appartement offre un cadre de vie confortable et sécurisé avec gardien, caméras, visiophone et parking surveillé.
Sécurité & Services :
Résidence gardée avec présence d’un gardien logé au rez-de-chaussée

Accès sécurisé à l’immeuble par digicode

Entrée contrôlée via visiophone pour plus de sécurité

Caméras de surveillance dans les parties communes

Portes d’entrée des appartements en bois massif, robustes et sécurisées

Parking sécurisé et surveillé

Réception des programmes TV numériques


Équipements & Confort :
Menuiseries extérieures en aluminium à double vitrage de sécurité (SECURIT)

Isolation thermique et phonique renforcée : murs extérieurs et mitoyens à double cloison avec isolant

Salle de bain moderne avec douche à l’italienne et parois en verre SECURIT

Climatisation réversible multi-split (chauffage et climatisation)

Chauffage central individuel au gaz

Cuisine équipée et meublée :

Façades en high gloss

Plaques de cuisson, hotte aspirante, four encastré

Revêtements & Finitions
Sols des pièces humides : grès antidérapant dans la masse

Sols des pièces sèches (salon, chambres, couloirs, cuisine) : grès dans la masse

Hall d’entrée : sol en marbre, murs avec habillage bois

Portes palières ascenseur : finition bois frêne

Faux plafonds en staff avec spots LED intégrés pour un éclairage d’ambiance

Terrasses : grès extérieur dans la masse"
692dbdfa145e1617cbaee1a2,immoneuf,2025-12-14 13:50:53+00:00,Tunis,Le Kram,715610,"A vendre Local Commercial de 102,23 m² au RDC – Résidence FIRST","À vendre , un local commercial C03 d’une surface de 102,23 m², situé au rez-de-chaussée de la résidence FIRST,. Ce local bénéficie d’une excellente visibilité et d’un emplacement stratégique idéal pour toute activité commerciale ou professionnelle. La résidence est sécurisée avec gardien, caméras de surveillance, digicode et parking surveillé."
692db5cf145e1617cbaedc91,immoneuf,2025-12-14 13:50:53+00:00,Tunis,La Goulette,590478,À VENDRE – Appartement S+2 Haut Standing au 3 éme étage – Résidence FIRST,"À vendre, un bel appartement S+2 de 112,54 m² avec un terrasee  de 39,27 m ² situé au 3ᵉ étage de la résidence haut standing FIRST, . Il se compose d’un salon lumineux, de deux chambres confortables, d’une cuisine équipée avec électroménagers intégrés, et d’une salle d’eau avec douche à l’italienne. L’appartement offre un confort optimal grâce à la climatisation réversible, au chauffage central individuel et à une excellente isolation. Résidence sécurisée avec gardien, caméras, digicode, visiophone et parking surveillé.

Sécurité & Services :
Résidence gardée avec présence d’un gardien logé au rez-de-chaussée

Accès sécurisé à l’immeuble par digicode

Entrée contrôlée via visiophone pour plus de sécurité

Caméras de surveillance dans les parties communes

Portes d’entrée des appartements en bois massif, robustes et sécurisées

Parking sécurisé et surveillé

Réception des programmes TV numériques


Équipements & Confort :
Menuiseries extérieures en aluminium à double vitrage de sécurité (SECURIT)

Isolation thermique et phonique renforcée : murs extérieurs et mitoyens à double cloison avec isolant

Salle de bain moderne avec douche à l’italienne et parois en verre SECURIT

Climatisation réversible multi-split (chauffage et climatisation)

Chauffage central individuel au gaz

Cuisine équipée et meublée :

Façades en high gloss

Plaques de cuisson, hotte aspirante, four encastré

Revêtements & Finitions
Sols des pièces humides : grès antidérapant dans la masse

Sols des pièces sèches (salon, chambres, couloirs, cuisine) : grès dans la masse

Hall d’entrée : sol en marbre, murs avec habillage bois

Portes palières ascenseur : finition bois frêne

Faux plafonds en staff avec spots LED intégrés pour un éclairage d’ambiance

Terrasses : grès extérieur dans la masse"
692dbc1d265523b710ee0a86,immoneuf,2025-12-14 13:50:53+00:00,tunis,tunis,456610,"A vendre Local Commercial de 65,23 m² au RDC – Résidence FIRST","À vendre , un local commercial C01 d’une surface de 65,23 m², situé au rez-de-chaussée de la résidence FIRST,. Ce local bénéficie d’une excellente visibilité et d’un emplacement stratégique idéal pour toute activité commerciale ou professionnelle. La résidence est sécurisée avec gardien, caméras de surveillance, digicode et parking surveillé."
692db729145e1617cbaedd8d,immoneuf,2025-12-14 13:50:53+00:00,Tunis,La Goulette,283836,A VENDRE – Appartement S+1 Haut Standing au 2éme étage – Résidence FIRST,"À vendre, un magnifique appartement S+1 de 67,58 m² situé au 2 éme étage d’une résidence haut standing sécurisée. Il se compose d’un salon spacieux, d'une chambre confortable, d’une cuisine moderne entièrement équipée et d’une salle d’eau avec douche à l’italienne.
Climatisation réversible, chauffage central, matériaux de qualité, parking sécurisé et services de gardiennage 24h/24.

Sécurité & Services :
Résidence gardée avec présence d’un gardien logé au rez-de-chaussée

Accès sécurisé à l’immeuble par digicode

Entrée contrôlée via visiophone pour plus de sécurité

Caméras de surveillance dans les parties communes

Portes d’entrée des appartements en bois massif, robustes et sécurisées

Parking sécurisé et surveillé

Réception des programmes TV numériques


Équipements & Confort :
Menuiseries extérieures en aluminium à double vitrage de sécurité (SECURIT)

Isolation thermique et phonique renforcée : murs extérieurs et mitoyens à double cloison avec isolant

Salle de bain moderne avec douche à l’italienne et parois en verre SECURIT

Climatisation réversible multi-split (chauffage et climatisation)

Chauffage central individuel au gaz

Cuisine équipée et meublée :

Façades en high gloss

Plaques de cuisson, hotte aspirante, four encastré

Revêtements & Finitions
Sols des pièces humides : grès antidérapant dans la masse

Sols des pièces sèches (salon, chambres, couloirs, cuisine) : grès dans la masse

Hall d’entrée : sol en marbre, murs avec habillage bois

Portes palières ascenseur : finition bois frêne

Faux plafonds en staff avec spots LED intégrés pour un éclairage d’ambiance

Terrasses : grès extérieur dans la masse"
692dbcf5265523b710ee0af7,immoneuf,2025-12-14 13:50:53+00:00,Tunis,La Goulette,608020,"A vendre Local Commercial de 86,86 m² au RDC – Résidence FIRST","À vendre , un local commercial C02 d’une surface de 86,86 m², situé au rez-de-chaussée de la résidence FIRST,. Ce local bénéficie d’une excellente visibilité et d’un emplacement stratégique idéal pour toute activité commerciale ou professionnelle. La résidence est sécurisée avec gardien, caméras de surveillance, digicode et parking surveillé."
690dce53145e1617cb9e7f95,immoneuf,2025-12-14 13:47:53+00:00,La Manouba,La Manouba,366000,A vendre S+2 au 3 ème étage,"Découvrez cet appartement S+2 de 145,3 m², au 2 ème étage d'une résidence haut de gamme dans un emplacement stratégique à proximité du Manouba Technopole du Campus Universitaire de Manouba et de la station métro Palais El-Warda, offrant ainsi une accessibilité optimale et un cadre de vie agréable dans un environnement dynamique et bien desservi , Cest un Excellent choix pour une petite famille avec 2 adorables enfants

Cette résidence vous offre :
-Ascenseur
-Parterre en grés dans la masse 1er choix
- Menuiserie en Aluminium prestige Double Vitrage
-Volets roulants électrique
-Cuisine agencée
-Robinetterie et sanitaire de qualité
- Dressing agencé
-Climatisation individuelle
-Chauffage central
- Isolation phonique Isolation thermique
- Celliers en sous-sol
-Intérphone
-Caméra de surveillance dans les locaux communs
Les places de parking ne sont pas comprises 19 000DT la place de parking en plus."
690dbbf2145e1617cb9e619a,immoneuf,2025-12-14 13:47:53+00:00,La Manouba,La Manouba,330000,A vendre un local commercial de 94.4 m²,"A vendre un local commercial / Bureaux au rdc de 94.4 m² d'une résidence haut de gamme dans un emplacement stratégique à proximité du Manouba Technopole du Campus Universitaire de Manouba et de la station métro Palais El-Warda, offrant ainsi une accessibilité optimale dans un environnement dynamique et bien desservi .
Cette résidence vous offre :
-Ascenseur
-Parterre en grés dans la masse 1er choix
- Menuiserie en Aluminium prestige Double Vitrage
-Volets roulants électrique
-Cuisine agencée
-Robinetterie et sanitaire de qualité
- Dressing agencé
-Climatisation individuelle
-Chauffage central
- Isolation phonique Isolation thermique
- Celliers en sous-sol
-Intérphone
-Caméra de surveillance dans les locaux communs
Les places de parking ne sont pas comprises 19 000DT la place de parking en plus."
690dc6a0145e1617cb9e7297,immoneuf,2025-12-14 13:47:53+00:00,La Manouba,La Manouba,273000,A vendre S+2 au 4 ème étage,"Découvrez cet appartement S+2 de 110.1m², au 4 ème étage d'une résidence haut de gamme dans un emplacement stratégique à proximité du Manouba Technopole du Campus Universitaire de Manouba et de la station métro Palais El-Warda, offrant ainsi une accessibilité optimale et un cadre de vie agréable dans un environnement dynamique et bien desservi , Cest un Excellent choix pour une petite famille avec 2 adorables enfants

Cette résidence vous offre :
-Ascenseur
-Parterre en grés dans la masse 1er choix
- Menuiserie en Aluminium prestige Double Vitrage
-Volets roulants électrique
-Cuisine agencée
-Robinetterie et sanitaire de qualité
- Dressing agencé
-Climatisation individuelle
-Chauffage central
- Isolation phonique Isolation thermique
- Celliers en sous-sol
-Intérphone
-Caméra de surveillance dans les locaux communs
Les places de parking ne sont pas comprises 19 000DT la place de parking en plus."
692d58f7265523b710edcdf1,immoneuf,2025-12-14 13:47:53+00:00,La Manouba,La Manouba,287000,"A vendre un local commercial de 82,1 m²","A vendre un local commercial / Bureaux au rdc de 82,1 m² d'une résidence haut de gamme dans un emplacement stratégique à proximité du Manouba Technopole du Campus Universitaire de Manouba et de la station métro Palais El-Warda, offrant ainsi une accessibilité optimale dans un environnement dynamique et bien desservi .
Cette résidence vous offre :
-Ascenseur
-Parterre en grés dans la masse 1er choix
- Menuiserie en Aluminium prestige Double Vitrage
-Volets roulants électrique
-Cuisine agencée
-Robinetterie et sanitaire de qualité
- Dressing agencé
-Climatisation individuelle
-Chauffage central
- Isolation phonique Isolation thermique
- Celliers en sous-sol
-Intérphone
-Caméra de surveillance dans les locaux communs
Les places de parking ne sont pas comprises 19 000DT la place de parking en plus."
